SOC_C_3300;P_AC_C_3300;C_C_3300;V_C_3300;Ta_C_3300;SOC_C_2700;P_AC_C_2700;C_C_2700;V_C_2700;_C_2700;SOC_C_1650;P_AC_C_1650;C_C_1650;V_C_1650;Ta_C_1650;SOC_C_1000;P_AC_C_1000;C_C_1000;V_C_1000;Ta_C_1000;SOC_C_660;P_AC_C_660;C_C_660;V_C_660;Ta_C_660;SOC_C_330;P_AC_C_330;C_C_330;V_C_330;Ta_C_330;SOC_D_3300;P_AC_D_3300;C_D_3300;V_D_3300;Ta_D_3300;SOC_D_2700;P_AC_D_2700;C_D_2700;V_D_2700;_D_2700;SOC_D_1650;P_AC_D_1650;C_D_1650;V_D_1650;Ta_D_1650;SOC_D_1000;P_AC_D_1000;C_D_1000;V_D_1000;Ta_D_1000;SOC_D_660;P_AC_D_660;C_D_660;V_D_660;Ta_D_660;SOC_D_330;P_AC_D_330;C_D_330;V_D_330;Ta_D_330;Legend :
52;-3273;-54.86;52.73;15.54;45;-2700;-48.79966615;52.561835;22.812;36;1645;-28.50068227;51.472452;25.399;32;-1094;-18.15226267;51.225461;23.679;27;-637;-11.54;50.88;27.189;23;-313;-5.576677;50.71809;12.317;50;3356;70.56;50.62;15.55;62;2760;56.26;52.64;19.92;72;1691;32.43;53.72;23.63;79;1136;19.66;54.77;19.15;84;681;12.61;55.10;20.87;87;361;6.69;56.43;20.008;
52;-3272;-55.00;52.73;15.54;45;-2699;-48.77932222;52.564281;22.823;36;1650;-28.67434872;51.474578;25.403;32;-1094;-18.32753002;51.226312;23.673;27;-637;-11.55;50.88;27.172;23;-315;-5.522604;50.71809;12.284;50;3357;70.56;50.61;15.54;62;2761;56.30;52.63;19.91;72;1691;32.43;53.71;23.65;79;1136;19.66;54.77;19.14;84;678;12.61;55.10;20.89;87;360;6.69;56.42;20.002;
52;-3270;-55.00;52.73;15.52;45;-2699;-48.77665809;52.567152;22.827;36;1650;-28.67387468;51.475429;25.413;32;-1097;-18.15198449;51.227694;23.676;27;-637;-11.52;50.88;27.201;23;-315;-5.466541;50.718303;12.295;50;3354;70.44;50.61;15.53;62;2761;56.35;52.63;19.93;72;1693;32.47;53.71;23.63;79;1139;19.71;54.76;19.13;84;680;12.55;55.10;20.87;87;361;6.77;56.42;19.998;
52;-3275;-55.00;52.74;15.50;45;-2697;-48.73834521;52.569491;22.85;36;1646;-28.67375658;51.475641;25.447;32;-1100;-18.15174594;51.227481;23.672;27;-636;-11.45;50.88;27.22;23;-314;-5.478037;50.718409;12.294;50;3364;70.45;50.61;15.49;62;2762;56.41;52.62;19.92;72;1688;32.37;53.70;23.61;79;1141;19.75;54.76;19.14;84;678;12.59;55.10;20.84;87;362;6.71;56.42;20.013;
52;-3272;-55.15;52.74;15.49;45;-2701;-48.80816266;52.572149;22.845;36;1645;-28.67310487;51.476811;25.476;32;-1098;-17.97560842;51.228864;23.667;27;-635;-11.46;50.89;27.241;23;-313;-5.437872;50.718515;12.26;50;3365;70.48;50.60;15.47;62;2761;56.48;52.61;19.91;72;1690;32.41;53.70;23.62;78;1139;19.72;54.76;19.14;84;678;12.55;55.09;20.84;87;361;6.66;56.42;20.015;
52;-3272;-55.00;52.74;15.51;46;-2702;-48.8402539;52.576508;22.793;37;1650;-28.6723351;51.478193;25.451;32;-1097;-17.97556915;51.227588;23.665;27;-634;-11.55;50.89;27.25;23;-311;-5.554537;50.71926;12.333;50;3365;70.47;50.60;15.47;61;2772;56.48;52.60;19.91;72;1690;32.42;53.70;23.62;78;1138;19.70;54.76;19.17;84;679;12.55;55.09;20.79;87;360;6.71;56.42;20.032;
52;-3273;-54.86;52.75;15.52;46;-2700;-48.78456722;52.578103;22.743;37;1649;-28.67221646;51.478406;25.432;32;-1096;-17.97529354;51.22897;23.665;27;-637;-11.46;50.88;27.225;23;-311;-5.568872;50.71926;12.31;50;3359;70.58;50.60;15.47;61;2764;56.34;52.60;19.94;72;1688;32.38;53.69;23.60;78;1135;19.64;54.75;19.17;84;678;12.57;55.09;20.76;87;363;6.70;56.42;20.028;
52;-3276;-55.00;52.75;15.52;46;-2701;-48.80174731;52.57906;22.756;37;1644;-28.67121004;51.480213;25.441;32;-1095;-18.15063292;51.229183;23.652;27;-638;-11.55;50.89;27.192;23;-310;-5.471083;50.719472;12.277;50;3358;70.59;50.59;15.48;61;2760;56.55;52.59;19.93;72;1691;32.44;53.69;23.60;78;1138;19.70;54.75;19.18;84;680;12.55;55.09;20.77;87;362;6.71;56.42;20.024;
52;-3273;-55.00;52.75;15.52;46;-2697;-48.7274067;52.581292;22.734;37;1646;-28.67038079;51.481702;25.46;32;-1095;-18.15031478;51.231096;23.643;27;-637;-11.52;50.89;27.18;23;-313;-5.581361;50.720323;12.314;50;3360;70.53;50.59;15.46;61;2762;56.48;52.58;19.91;72;1692;32.46;53.69;23.61;78;1139;19.72;54.75;19.18;84;679;12.59;55.09;20.80;87;363;6.75;56.42;20.028;
52;-3274;-55.00;52.76;15.54;46;-2700;-48.77766314;52.585545;22.658;37;1649;-28.66972978;51.482871;25.45;32;-1096;-18.14979815;51.231309;23.644;27;-637;-11.54;50.89;27.145;23;-313;-5.633164;50.72128;12.288;50;3357;70.47;50.58;15.43;61;2760;56.42;52.57;19.90;72;1692;32.46;53.68;23.62;78;1141;19.76;54.75;19.19;84;680;12.57;55.09;20.82;87;364;6.72;56.42;20.016;
52;-3275;-55.00;52.76;15.52;46;-2699;-48.75654134;52.588841;22.587;37;1650;-28.66955214;51.48319;25.432;32;-1097;-18.14987778;51.232585;23.629;27;-638;-11.60;50.89;27.135;23;-314;-5.576252;50.72128;12.345;50;3359;70.52;50.58;15.46;61;2764;56.43;52.57;19.90;72;1695;32.52;53.68;23.62;78;1138;19.70;54.74;19.19;84;679;12.59;55.09;20.87;87;365;6.77;56.42;20.004;
52;-3271;-55.15;52.76;15.51;46;-2699;-48.75476688;52.590755;22.527;37;1645;-28.66978881;51.482765;25.425;32;-1097;-18.1493608;51.232904;23.623;27;-638;-11.54;50.89;27.122;23;-316;-5.580652;50.721705;12.31;50;3358;70.55;50.57;15.46;61;2762;56.58;52.56;19.91;72;1693;32.49;53.67;23.60;78;1135;19.65;54.74;19.17;84;680;12.57;55.08;20.86;87;365;6.71;56.42;20.002;
52;-3277;-55.15;52.77;15.52;46;-2699;-48.75259858;52.593094;22.494;37;1645;-28.49344327;51.485529;25.42;32;-1098;-17.97415119;51.233967;23.614;27;-640;-11.55;50.89;27.121;23;-315;-5.478037;50.720748;12.304;50;3360;70.53;50.57;15.47;61;2761;56.38;52.55;19.91;72;1693;32.49;53.67;23.59;78;1136;19.67;54.74;19.19;84;680;12.59;55.08;20.88;87;362;6.72;56.42;20.005;
52;-3278;-54.86;52.77;15.54;46;-2698;-48.7316778;52.596178;22.442;37;1650;-28.66706536;51.487656;25.437;32;-1097;-17.97363933;51.234924;23.616;27;-641;-11.64;50.89;27.123;23;-313;-5.520476;50.721705;12.307;49;3362;70.56;50.56;15.47;61;2760;56.34;52.55;19.91;72;1694;32.51;53.67;23.59;78;1138;19.71;54.74;19.19;84;681;12.59;55.08;20.87;87;362;6.67;56.42;20.019;
53;-3275;-55.00;52.77;15.51;46;-2697;-48.71184393;52.598091;22.358;37;1649;-28.66807205;51.485848;25.457;32;-1099;-18.14924156;51.235137;23.643;27;-640;-11.61;50.89;27.166;23;-311;-5.404095;50.721705;12.292;49;3366;70.55;50.56;15.45;61;2757;56.34;52.54;19.90;72;1697;32.57;53.66;23.60;78;1138;19.71;54.74;19.20;83;681;12.61;55.08;20.83;87;361;6.66;56.42;20.041;
53;-3276;-54.86;52.78;15.49;46;-2698;-48.72576822;52.602557;22.305;37;1644;-28.66712494;51.487549;25.459;32;-1097;-17.97285196;51.235775;23.621;27;-643;-11.59;50.89;27.168;23;-310;-5.462425;50.721173;12.272;49;3362;70.51;50.56;15.47;61;2760;56.50;52.53;19.92;72;1692;32.48;53.66;23.61;78;1140;19.75;54.73;19.18;83;683;12.61;55.08;20.93;87;360;6.65;56.41;20.055;
53;-3276;-55.15;52.78;15.50;46;-2702;-48.79652846;52.604152;22.258;37;1649;-28.66605931;51.489463;25.459;32;-1098;-18.1484469;51.236731;23.602;27;-640;-11.65;50.89;27.19;23;-312;-5.478037;50.722556;12.247;49;3355;70.56;50.55;15.49;61;2759;56.37;52.53;19.93;72;1694;32.52;53.66;23.61;78;1139;19.73;54.73;19.18;83;683;12.65;55.08;20.93;87;360;6.68;56.41;20.057;
53;-3276;-54.86;52.79;15.54;46;-2703;-48.81143115;52.607554;22.232;37;1648;-28.66523035;51.490952;25.478;32;-1097;-18.14796999;51.236625;23.592;27;-641;-11.53;50.89;27.213;23;-312;-5.551132;50.7233;12.294;49;3356;70.61;50.55;15.48;61;2760;56.37;52.52;19.93;72;1691;32.46;53.65;23.63;78;1138;19.71;54.73;19.17;83;681;12.65;55.08;20.95;87;359;6.62;56.41;20.044;
53;-3279;-55.15;52.79;15.56;46;-2701;-48.77324442;52.609787;22.205;37;1652;-28.66475716;51.491802;25.488;32;-1097;-18.14785076;51.237688;23.595;27;-640;-11.65;50.89;27.199;23;-315;-5.563621;50.72415;12.267;49;3355;70.62;50.55;15.48;61;2760;56.38;52.51;19.92;72;1690;32.45;53.65;23.64;78;1136;19.67;54.73;19.17;83;679;12.61;55.08;20.95;87;360;6.68;56.41;20.058;
53;-3275;-54.86;52.79;15.54;46;-2700;-48.75420184;52.61085;22.156;37;1648;-28.66463859;51.492015;25.489;32;-1094;-18.14745349;51.236625;23.598;27;-638;-11.50;50.89;27.162;23;-315;-5.602651;50.724469;12.275;49;3357;70.54;50.54;15.49;61;2758;56.34;52.50;19.92;72;1690;32.45;53.65;23.64;78;1135;19.66;54.72;19.18;83;678;12.58;55.07;20.93;87;358;6.59;56.41;20.056;
53;-3272;-55.00;52.80;15.51;46;-2700;-48.75085207;52.614465;22.096;37;1646;-28.66434243;51.492547;25.478;32;-1095;-18.14709584;51.237688;23.594;27;-637;-11.39;50.89;27.152;23;-315;-5.537791;50.724363;12.274;49;3357;70.57;50.54;15.47;61;2759;56.45;52.50;19.93;72;1687;32.39;53.64;23.64;78;1136;19.68;54.72;19.17;83;677;12.56;55.07;21.00;87;360;6.64;56.41;20.06;
53;-3274;-55.00;52.80;15.51;46;-2701;-48.76535999;52.618293;22.062;37;1646;-28.83829166;51.494035;25.448;32;-1093;-18.14701624;51.238114;23.59;27;-639;-11.61;50.89;27.092;23;-314;-5.529275;50.724682;12.289;49;3360;70.62;50.53;15.48;61;2759;56.63;52.49;19.92;72;1693;32.51;53.64;23.64;78;1138;19.71;54.72;19.16;83;679;12.54;55.07;21.04;87;360;6.64;56.41;20.069;
53;-3273;-55.15;52.80;15.51;46;-2697;-48.69117443;52.620419;22.013;37;1650;-28.8374578;51.495524;25.434;32;-1094;-18.14677781;51.239283;23.61;27;-638;-11.52;50.89;27.094;23;-312;-5.517637;50.724895;12.307;49;3362;70.67;50.53;15.51;61;2757;56.56;52.48;19.91;72;1688;32.42;53.64;23.63;78;1139;19.73;54.72;19.13;83;679;12.58;55.07;21.02;87;360;6.69;56.41;20.07;
53;-3278;-55.15;52.81;15.51;46;-2697;-48.68910826;52.622652;21.994;37;1652;-28.66233077;51.496161;25.422;32;-1094;-18.14642056;51.240134;23.627;27;-640;-11.53;50.89;27.095;23;-312;-5.487404;50.724788;12.283;49;3359;70.69;50.53;15.57;61;2760;56.52;52.47;19.91;72;1691;32.47;53.63;23.64;78;1139;19.73;54.71;19.13;83;678;12.58;55.07;21.04;87;360;6.60;56.41;20.063;
53;-3276;-55.15;52.81;15.49;46;-2696;-48.6687939;52.625097;21.984;37;1651;-28.83608866;51.497969;25.463;32;-1092;-18.14646017;51.240772;23.616;27;-637;-11.58;50.89;27.09;23;-312;-5.488397;50.725107;12.272;49;3358;70.60;50.52;15.58;61;2759;56.45;52.47;19.92;72;1687;32.40;53.63;23.66;78;1141;19.77;54.71;19.15;83;677;12.56;55.07;21.01;87;360;6.55;56.41;20.062;
53;-3278;-55.00;52.82;15.47;46;-2695;-48.64779277;52.628287;21.988;37;1652;-28.66096941;51.498607;25.49;32;-1095;-18.14606295;51.24226;23.619;27;-637;-11.50;50.89;27.108;23;-313;-5.568447;50.726064;12.265;49;3360;70.54;50.52;15.56;61;2759;56.47;52.46;19.93;72;1688;32.42;53.63;23.64;78;1137;19.70;54.71;19.16;83;679;12.54;55.07;20.96;87;360;6.63;56.41;20.071;
53;-3276;-55.15;52.82;15.46;46;-2700;-48.73578426;52.630732;21.953;37;1649;-28.66067334;51.499139;25.464;32;-1095;-18.14646017;51.242154;23.626;27;-639;-11.50;50.89;27.121;23;-316;-5.56064;50.726702;12.271;49;3357;70.65;50.51;15.54;61;2757;56.43;52.45;19.93;72;1690;32.46;53.62;23.62;78;1135;19.66;54.71;19.16;83;677;12.58;55.06;20.95;87;360;6.63;56.41;20.067;
53;-3275;-54.86;52.82;15.47;46;-2700;-48.73292866;52.633816;21.919;37;1646;-28.66079188;51.498926;25.449;32;-1096;-17.970411;51.243749;23.605;27;-636;-11.51;50.90;27.127;23;-315;-5.502448;50.726915;12.309;49;3357;70.57;50.51;15.50;60;2760;56.48;52.45;19.94;72;1689;32.44;53.62;23.63;78;1137;19.70;54.70;19.18;83;680;12.54;55.06;20.96;87;359;6.66;56.41;20.064;
53;-3275;-55.00;52.83;15.49;46;-2702;-48.76725373;52.63573;21.883;37;1645;-28.65966773;51.500946;25.444;32;-1094;-18.14590377;51.24428;23.606;27;-636;-11.56;50.90;27.129;23;-315;-5.524592;50.726915;12.293;49;3356;70.56;50.51;15.52;60;2760;56.45;52.44;19.94;72;1687;32.41;53.61;23.64;78;1138;19.72;54.70;19.18;83;679;12.60;55.06;20.95;87;361;6.61;56.41;20.067;
53;-3274;-55.15;52.83;15.49;46;-2703;-48.78165728;52.639663;21.832;37;1646;-28.6595492;51.501159;25.448;32;-1098;-17.96982048;51.245982;23.623;27;-635;-11.55;50.90;27.094;23;-313;-5.482153;50.727021;12.272;48;3359;70.60;50.50;15.51;60;2758;56.43;52.43;19.97;72;1688;32.43;53.61;23.67;78;1138;19.72;54.70;19.18;83;679;12.58;55.06;20.93;87;360;6.75;56.40;20.073;
53;-3273;-54.86;52.83;15.48;46;-2697;-48.67199715;52.641152;21.785;37;1648;-28.83305295;51.503391;25.459;32;-1098;-18.145149;51.245344;23.618;27;-639;-11.62;50.90;27.054;23;-311;-5.486979;50.727553;12.278;48;3356;70.57;50.50;15.52;60;2761;56.62;52.43;19.96;71;1692;32.51;53.61;23.65;78;1138;19.72;54.70;19.17;83;678;12.58;55.06;20.96;87;361;6.71;56.40;20.075;
53;-3276;-54.72;52.84;15.49;46;-2698;-48.68778249;52.643597;21.745;37;1649;-28.65741969;51.504986;25.456;32;-1098;-18.14491062;51.245663;23.631;27;-640;-11.54;50.90;27.068;23;-311;-5.535093;50.72734;12.323;48;3359;70.66;50.50;15.50;60;2762;56.64;52.42;19.95;71;1692;32.51;53.60;23.61;78;1141;19.78;54.69;19.17;83;680;12.56;55.06;20.97;87;361;6.74;56.40;20.08;
53;-3275;-55.00;52.84;15.49;46;-2701;-48.70208992;52.647638;21.73;37;1647;-28.65712369;51.505518;25.481;32;-1097;-18.14435468;51.246194;23.616;27;-639;-11.54;50.90;27.078;23;-313;-5.515933;50.729041;12.293;48;3357;70.75;50.49;15.51;60;2762;56.47;52.41;19.94;71;1692;32.51;53.60;23.57;78;1140;19.76;54.69;19.18;83;678;12.60;55.06;21.04;87;359;6.72;56.40;20.08;
53;-3272;-55.15;52.84;15.51;47;-2697;-48.66433065;52.649445;21.73;37;1654;-28.65611833;51.507325;25.475;32;-1095;-17.96875764;51.246832;23.612;27;-640;-11.61;50.90;27.094;23;-316;-5.491236;50.728829;12.297;48;3363;70.74;50.49;15.48;60;2760;56.43;52.40;19.92;71;1695;32.57;53.60;23.56;78;1137;19.71;54.69;19.19;83;679;12.56;55.05;21.04;87;361;6.68;56.40;20.062;
53;-3273;-54.72;52.85;15.50;47;-2702;-48.75198971;52.65221;21.747;37;1651;-28.6560588;51.507432;25.462;32;-1092;-18.1437984;51.247683;23.596;27;-641;-11.50;50.90;27.091;23;-315;-5.549144;50.729041;12.279;48;3362;70.79;50.48;15.46;60;2762;56.69;52.39;19.92;71;1692;32.52;53.59;23.55;78;1136;19.69;54.69;19.21;83;679;12.58;55.05;21.01;87;360;6.66;56.40;20.06;
54;-3275;-55.00;52.85;15.49;47;-2701;-48.73050293;52.655931;21.831;37;1650;-28.65511248;51.509133;25.435;32;-1093;-18.14360003;51.24864;23.589;27;-641;-11.63;50.90;27.094;23;-314;-5.5033;50.729679;12.285;48;3361;70.73;50.48;15.46;60;2761;56.59;52.39;19.92;71;1691;32.50;53.59;23.53;78;1136;19.69;54.68;19.19;83;682;12.58;55.05;21.08;87;359;6.71;56.40;20.054;
54;-3274;-55.00;52.85;15.50;47;-2700;-48.71059263;52.657951;21.791;37;1649;-28.65475756;51.509771;25.441;32;-1095;-18.14296422;51.248959;23.585;27;-640;-11.55;50.90;27.083;23;-313;-5.455471;50.728829;12.318;48;3362;70.69;50.48;15.49;60;2762;56.54;52.38;19.92;71;1691;32.50;53.59;23.53;78;1137;19.71;54.68;19.18;83;683;12.64;55.05;21.08;87;360;6.70;56.40;20.07;
54;-3274;-55.00;52.86;15.49;47;-2701;-48.70852711;52.660184;21.793;37;1648;-28.65463963;51.509983;25.446;33;-1097;-18.14320255;51.250341;23.596;27;-639;-11.59;50.90;27.086;23;-311;-5.505432;50.729467;12.29;48;3356;70.70;50.47;15.47;60;2765;56.75;52.37;19.92;71;1690;32.49;53.58;23.54;78;1141;19.78;54.68;19.17;83;682;12.66;55.05;21.04;87;361;6.68;56.40;20.074;
54;-3276;-54.72;52.86;15.49;47;-2700;-48.70557759;52.663373;21.772;37;1645;-28.8286489;51.511259;25.442;33;-1098;-18.14308339;51.250447;23.61;27;-640;-11.55;50.90;27.077;23;-311;-5.511819;50.730423;12.28;48;3357;70.71;50.47;15.50;60;2762;56.69;52.37;19.93;71;1687;32.43;53.58;23.56;78;1140;19.77;54.68;19.16;83;681;12.64;55.05;21.01;87;362;6.61;56.40;20.074;
54;-3272;-54.86;52.87;15.50;47;-2698;-48.66792651;52.665075;21.736;37;1649;-28.65322004;51.512535;25.437;33;-1100;-18.14288503;51.251191;23.61;27;-639;-11.50;50.90;27.069;23;-312;-5.567027;50.731274;12.303;48;3357;70.63;50.47;15.51;60;2760;56.66;52.36;19.90;71;1688;32.45;53.58;23.55;78;1142;19.80;54.68;19.15;83;681;12.62;55.05;20.97;87;358;6.70;56.40;20.103;
54;-3274;-55.00;52.87;15.48;47;-2698;-48.70193952;52.667307;21.712;37;1647;-28.65256925;51.513705;25.422;33;-1098;-18.14264671;51.252574;23.602;27;-639;-11.50;50.90;27.085;23;-313;-5.548435;50.731699;12.319;48;3355;70.61;50.46;15.50;60;2765;56.76;52.35;19.91;71;1688;32.45;53.57;23.55;78;1138;19.73;54.67;19.14;83;681;12.62;55.04;20.96;87;359;6.72;56.40;20.109;
54;-3278;-54.86;52.87;15.46;47;-2697;-48.64242516;52.673155;21.7;37;1647;-28.65233286;51.51413;25.419;33;-1098;-18.14232883;51.252042;23.57;27;-638;-11.46;50.90;27.093;23;-315;-5.564188;50.731699;12.304;48;3360;70.71;50.46;15.54;60;2766;56.56;52.35;19.89;71;1692;32.53;53.57;23.58;78;1138;19.73;54.67;19.15;83;682;12.62;55.04;20.99;87;360;6.64;56.40;20.088;
54;-3278;-54.72;52.88;15.45;47;-2702;-48.73004684;52.675919;21.732;37;1644;-28.65162317;51.515406;25.419;33;-1095;-18.14197138;51.252574;23.572;27;-637;-11.58;50.90;27.111;23;-314;-5.482437;50.732231;12.306;48;3358;70.73;50.45;15.52;60;2760;56.52;52.34;19.91;71;1690;32.50;53.57;23.58;78;1136;19.70;54.67;19.16;83;680;12.64;55.04;21.03;87;360;6.65;56.40;20.108;
54;-3274;-55.00;52.88;15.46;47;-2705;-48.78218148;52.678046;21.713;37;1646;-28.65126833;51.516044;25.416;33;-1095;-18.14185223;51.253211;23.582;27;-637;-11.45;50.90;27.119;23;-313;-5.524592;50.732018;12.339;48;3359;70.74;50.45;15.49;60;2760;56.80;52.33;19.90;71;1695;32.59;53.56;23.56;78;1138;19.73;54.67;19.16;83;680;12.60;55.04;21.01;87;360;6.68;56.39;20.105;
54;-3269;-54.86;52.89;15.47;47;-2699;-48.67270009;52.679428;21.76;37;1647;-28.47603648;51.517001;25.412;33;-1093;-18.14133605;51.254168;23.582;27;-638;-11.52;50.90;27.115;23;-312;-5.489959;50.732125;12.331;48;3360;70.70;50.45;15.50;60;2762;56.59;52.32;19.90;71;1692;32.54;53.56;23.55;78;1138;19.73;54.66;19.15;83;678;12.60;55.04;20.98;87;361;6.63;56.39;20.104;
54;-3276;-54.86;52.89;15.48;47;-2700;-48.68758949;52.68283;21.796;37;1646;-28.64979013;51.518702;25.43;33;-1093;-18.14129647;51.254275;23.59;27;-639;-11.55;50.90;27.132;23;-311;-5.490101;50.732337;12.292;47;3360;70.67;50.44;15.51;60;2755;56.61;52.32;19.89;71;1689;32.48;53.55;23.53;78;1139;19.75;54.66;19.16;83;680;12.56;55.04;21.00;87;359;6.62;56.39;20.121;
54;-3273;-54.86;52.89;15.50;47;-2698;-48.64798978;52.686658;21.817;37;1647;-28.64961273;51.519021;25.433;33;-1094;-18.31662427;51.255976;23.596;27;-639;-11.53;50.90;27.134;23;-311;-5.501313;50.733401;12.248;47;3358;70.74;50.44;15.50;60;2760;56.67;52.31;19.88;71;1692;32.54;53.55;23.51;78;1139;19.76;54.66;19.16;83;679;12.60;55.04;21.10;87;361;6.74;56.39;20.118;
54;-3277;-55.15;52.90;15.50;47;-2702;-48.71775455;52.68921;21.848;38;1646;-28.64884423;51.520403;25.421;33;-1097;-18.14050209;51.256082;23.597;27;-639;-11.57;50.90;27.083;23;-313;-5.52672;50.734145;12.207;47;3358;70.74;50.43;15.49;60;2761;56.77;52.30;19.87;71;1697;32.64;53.55;23.51;78;1139;19.76;54.66;19.18;83;678;12.58;55.04;21.09;87;361;6.72;56.39;20.11;
54;-3277;-54.72;52.90;15.50;47;-2703;-48.7334244;52.691762;21.91;38;1649;-28.82210463;51.522955;25.433;33;-1096;-18.14070077;51.256933;23.583;27;-639;-11.53;50.91;27.043;23;-314;-5.519908;50.73457;12.188;47;3356;70.48;50.43;15.51;60;2762;56.72;52.30;19.90;71;1691;32.53;53.54;23.51;78;1135;19.68;54.65;19.18;83;680;12.57;55.03;21.14;87;362;6.71;56.39;20.105;
54;-3273;-54.86;52.90;15.49;47;-2699;-48.65845986;52.694845;21.968;38;1650;-28.82246154;51.522317;25.444;33;-1099;-18.14050209;51.258209;23.605;27;-639;-11.57;50.91;27.045;23;-315;-5.496629;50.73457;12.212;47;3355;70.69;50.43;15.49;59;2766;56.57;52.29;19.90;71;1687;32.45;53.54;23.50;78;1136;19.70;54.65;19.20;83;680;12.60;55.03;21.15;87;362;6.74;56.39;20.11;
54;-3271;-54.86;52.91;15.48;47;-2702;-48.71097244;52.696546;22.011;38;1651;-28.6474847;51.522848;25.418;33;-1098;-17.96466545;51.258209;23.621;27;-636;-11.41;50.90;27.026;23;-314;-5.518063;50.734889;12.212;47;3358;70.72;50.42;15.47;59;2762;56.63;52.28;19.91;71;1687;32.45;53.54;23.53;78;1136;19.70;54.65;19.19;83;681;12.60;55.03;21.13;87;362;6.67;56.39;20.12;
54;-3271;-54.58;52.91;15.46;47;-2697;-48.59888367;52.700799;22.064;38;1649;-28.64647946;51.524656;25.412;33;-1097;-18.13990683;51.258421;23.622;27;-638;-11.52;50.91;27.018;23;-312;-5.530695;50.734783;12.278;47;3355;70.75;50.42;15.50;59;2758;56.69;52.28;19.91;71;1689;32.50;53.53;23.52;78;1139;19.76;54.65;19.18;83;682;12.62;55.03;21.11;87;361;6.72;56.39;20.123;
54;-3263;-54.86;52.92;15.47;47;-2698;-48.63199254;52.703989;22.108;38;1645;-28.64647946;51.524656;25.415;33;-1095;-17.96427176;51.258953;23.613;27;-637;-11.48;50.91;27.012;23;-312;-5.499043;50.735421;12.252;47;3356;70.79;50.42;15.51;59;2759;56.81;52.27;19.91;71;1687;32.46;53.53;23.53;78;1140;19.78;54.64;19.19;83;682;12.64;55.03;21.08;87;362;6.74;56.39;20.114;
54;-3275;-54.86;52.92;15.44;47;-2701;-48.68439896;52.705796;22.15;38;1647;-28.64553378;51.526357;25.425;33;-1094;-18.13923169;51.260229;23.589;27;-635;-11.58;50.91;27.02;23;-314;-5.510115;50.73574;12.283;47;3360;70.76;50.41;15.51;59;2758;56.70;52.26;19.90;71;1693;32.58;53.53;23.53;78;1140;19.78;54.64;19.19;83;683;12.64;55.03;21.09;87;360;6.66;56.39;20.114;
54;-3275;-54.86;52.93;15.46;47;-2700;-48.66342904;52.708986;22.197;38;1644;-28.64482442;51.527633;25.412;33;-1095;-18.13919211;51.261505;23.589;27;-637;-11.57;50.91;27.028;23;-314;-5.517069;50.735952;12.278;47;3360;70.71;50.41;15.52;59;2757;56.73;52.26;19.86;71;1691;32.54;53.52;23.52;78;1135;19.69;54.64;19.18;83;682;12.66;55.03;21.11;87;362;6.71;56.39;20.116;
54;-3277;-55.00;52.93;15.49;47;-2703;-48.71455219;52.712175;22.248;38;1644;-28.64517909;51.526995;25.421;33;-1097;-18.13887435;51.261824;23.593;27;-636;-11.51;50.91;27.036;23;-314;-5.472644;50.736059;12.325;47;3362;70.82;50.41;15.51;59;2762;56.81;52.25;19.85;71;1690;32.52;53.52;23.51;78;1134;19.67;54.64;19.18;83;681;12.64;55.03;21.13;87;361;6.71;56.39;20.119;
55;-3276;-54.72;52.93;15.49;47;-2704;-48.73129604;52.713558;22.273;38;1643;-28.81853664;51.529334;25.437;33;-1099;-18.13839791;51.263312;23.582;27;-639;-11.58;50.91;27.059;23;-311;-5.41488;50.736271;12.363;47;3363;70.97;50.40;15.51;59;2761;56.75;52.24;19.85;71;1691;32.55;53.52;23.50;78;1136;19.71;54.63;19.16;83;680;12.62;55.02;21.09;87;362;6.63;56.38;20.118;
55;-3275;-54.58;52.93;15.47;47;-2699;-48.62061507;52.716322;22.308;38;1645;-28.64399725;51.529121;25.439;33;-1097;-18.13839791;51.262355;23.579;27;-639;-11.55;50.91;27.077;23;-311;-5.470799;50.737122;12.31;47;3361;70.77;50.40;15.53;59;2764;56.71;52.24;19.84;71;1692;32.57;53.51;23.50;78;1136;19.71;54.63;19.16;83;680;12.61;55.02;21.13;87;360;6.69;56.38;20.119;
55;-3273;-54.72;52.94;15.45;47;-2699;-48.6357917;52.719405;22.353;38;1646;-28.64281494;51.531248;25.422;33;-1097;-17.96273785;51.262568;23.55;27;-640;-11.54;50.91;27.059;23;-312;-5.546448;50.737972;12.279;47;3361;70.85;50.39;15.50;59;2765;56.70;52.23;19.84;71;1692;32.57;53.51;23.50;78;1137;19.73;54.63;19.17;83;681;12.61;55.02;21.12;87;359;6.68;56.38;20.132;
55;-3274;-54.72;52.94;15.44;47;-2698;-48.61424185;52.723233;22.393;38;1647;-28.64246032;51.531886;25.42;33;-1095;-17.96254104;51.263418;23.544;27;-640;-11.63;50.91;27.088;23;-315;-5.466541;50.738398;12.276;47;3358;70.86;50.39;15.51;59;2761;56.99;52.22;19.84;71;1691;32.55;53.51;23.50;77;1139;19.77;54.63;19.21;83;680;12.62;55.02;21.12;87;358;6.67;56.38;20.151;
